,Males
1044,Robin_McTighe
1045,Hugo_Mattingley
1046,Scorpius_Malfoy
1047,Caelan_MacBoon
1048,Theopholos_Malentus
1049,Brutus_Malfoy
1050,Alastor_Moody
1051,Daryl_Morden
1052,Muggle_Artefact_Smuggler
1053,Burdock_Muldoon
1054,Gregory_Munslow
1055,Martin_MacFusty
1056,Mr_Paws
1057,Godfrey_Midhurst
1058,Mentor_Metaxas
1059,Cormac_McLaggen
1060,Muggle_at_Circus
1061,Local_Sitemap
1062,Lucius_Malfoy_I
1063,Jack_Monk
1064,Unidentified_Muggle_driver
1065,William_McGonagall
1066,Cormack_McLeod
1067,Dave_Monk
1068,Marazion
1069,Tiago_Montoya
1070,Millford_Quisling
1071,Mahoutokoro_potions_champion
1072,Shawn_Morris
1073,Dougal_McGregor
1074,Edmund_Major_II
1075,Jacques_Miskine
1076,Mortlake
1077,Dylan_Marwood
1078,Mark
1079,Michael_McManus
1080,Malcolm
1081,Magic_goblin
1082,Morholt
1083,Jim_McGuffin
1084,Mr_Bigglesby
1085,Eric_Murley
1086,Roger_Malone
1087,Unidentified_male_Muggle_Studies_professor
1088,Michael
1089,Septimus_Malfoy
1090,Bernard_Maltby
1091,Tatsuya_Motoyama
1092,Alberto_Macellarius
1093,Beaumont_Marjoribanks
1094,Hassan_Mostafa
1095,Dougal_McBride
1096,Unidentified_Gryffindor_Seeker
1097,Muggle_residents_of_Budleigh_Babberton
1098,Tarquin_McTavish
1099,Harfang_Munter
1100,Malcolm_McGonagall
1101,Magorian
1102,Merlin
1103,Roderick_Murphy
1104,Unidentified_Ministry_of_Magic_wizard_at_the_1994_Quidditch_World_Cup
1105,Torquil_McTavish
1106,Angelus_Moriattis
1107,Mason
1108,Angus_McMangus
1109,Ministry_of_Magic_meeting_assigner
1110,Dennis_Moon
1111,Dugald_McClivert
1112,Eugene_McAllister
1113,Mazoni
1114,Quintius_MacBoon
1115,Quiac_Marinus
1116,Phillip_Montgomery
1117,Paul_Males
1118,Unidentified_Muggle_man_who_accidentally_pushed_Harry_Potter_in_1991
1119,Unidentified_Hufflepuff_Substitute_Seeker
1120,Man_with_knowledge_of_the_Taboo
1121,Byron_Miller
1122,Joe_McGee
1123,Charles_Machin
1124,Kensington_Millbottom
1125,Nobby
1126,Neil_Nuts
1127,Nepali_wizard
1128,Nagnok
1129,Maurice_Netto
1130,Theodore_Nott
1131,Loony_Nonby
1132,David_Nolton
1133,Local_Sitemap
1134,Cantankerus_Nott
1135,Jonny_Nuhaka
1136,Norwegian_Minister_for_Magic_in_1932
1137,Niko_Nenad
1138,Nigel
1139,Nagel
1140,Ned
1141,Isaac_Newton
1142,Takashi_Noda
1143,Phelan_Noel
1144,Garrick_Newbourne
1145,Nott
1146,Unidentified_newspaper_vendor
1147,Lord_North
1148,George_Orwell
1149,Odbert
1150,Bob_Ollerton
1151,Steven_Osterley
1152,Ollie
1153,Wandkeeper
1154,Kouta_Ohnishi
1155,Myron_Otherhaus
1156,Odo
1157,Winkus_Oddpick
1158,Dunbar_Oglethorpe
1159,Anthony_Otterburn
1160,Oblansk
1161,Bob_Ogden
1162,Unidentified_orphan
1163,Gifford_Ollerton
1164,Geraint_Ollivander
1165,Olaf
1166,Local_Sitemap
1167,Unctuous_Osbert
1168,Mark_Overcliff
1169,Gerbold_Ollivander
1170,Ogg
1171,Uric_Oapley
1172,Garrick_Ollivander
1173,Remy_Olivier
1174,Chauncey_Oldridge
1175,Andrew_Owly
1176,Oswald
1177,Odysseus
1178,Tiberius_Ogden
1179,Olin_Oakwood
1180,Otto_Obermeier
1181,Old_Man_in_Portrait
1182,Barnaby_Ollerton
1183,Gervaise_Ollivander
1184,George_Osborne
1185,Bill_Ollerton
1186,Sean_Ogbourne
1187,Wayne_Portchester
1188,James_Potter_I
1189,Phoebus_Penrose
1190,Daniel_Page
1191,Gulliver_Pokeby
1192,Justus_Pilliwickle
1193,James_Potter_II
1194,Adam_Pickering
1195,Randolph_Pauncefoot
1196,Poliakoff
1197,Percival_Pratt
1198,Fabian_Prewett
1199,Pitts
1200,Pigwidgeon
1201,Royden_Poke
1202,Portrait_of_a_man_on_a_flying_carpet
1203,Des_Pander
1204,Lim_Po
1205,Perseus_Parkinson
1206,Eldon_Pembroke
1207,Manoj_Pandit
1208,Alexander_Pope
1209,Demetrius_Prod
1210,Pumpkin_Johnny
1211,Portrait_of_a_male_nurse_in_the_hospital_wing
1212,Roddy_Pontner
1213,Ronald_Phipps
1214,Abraham_Peasegood
1215,Chroniculus_Punnet
1216,Cadmus_Peverell
1217,Josiah_Plunkett
1218,Antioch_Peverell
1219,Portrait_of_Five_Wizards
1220,Damian_Perriss
1221,Dagbert_Pips
1222,Portrait_of_a_Professor
1223,Henry_Potter
1224,Peacock
1225,Sebastien_Perrot
1226,Albus_Potter
1227,Lucas_Picquery
1228,Pike
1229,Horatio_Pershore
1230,Thomas_Paley
1231,Portrait_of_a_mad_old_man
1232,Portrait_of_a_wizard_in_blue
1233,Portrait_of_a_wizard_by_a_rope
1234,Pronk
1235,Glanmore_Peakes
1236,Quong_Po
1237,Adrian_Pucey
1238,Harry_Potter
1239,Ngapo_Ponika
1240,Augustus_Pye
1241,Argo_Pyrites
1242,Portrait_of_a_group_of_journeying_wizards
1243,Prendergast
1244,Reggie_Page
1245,Ashish_Patel
1246,Thorsten_Pfeffer
1247,Emerett_Picardy
1248,Rutherford_Poke
1249,Jimmy_Peakes
1250,Lord_Palmerston
1251,Perkins
1252,Pythagoras
1253,Matthias_Pickering
1254,Patrick
1255,Grant_Page
1256,Portrait_of_a_goblin
1257,Ethan_Parkin
1258,Portrait_of_a_wizard_in_red
1259,Graham_Pritchard
1260,Edward_Almeida_Peidus
1261,Malcolm_Preece
1262,Yardley_Platt
1263,Vladimir_Plot
1264,Picasso
1265,Pinky
1266,Podric_Piles
1267,Portrait_of_a_wizard_with_a_broomstick
1268,Nugent_Potts
1269,Radolphus_Pittiman
1270,Angelus_Peel
1271,Lemus_Pinutius
1272,Peeves
1273,Apollyon_Pringle
1274,Sidney_Puckeridge
1275,Russell_Perkins
1276,Sean_Peakes
1277,Louka_Phyllian
1278,Ignatius_Prewett
1279,Lancaster_Pyke
1280,Ptolemy
1281,Walter_Parkin
1282,Ignotus_Peverell
1283,Morten_Parpidum
1284,Local_Sitemap
1285,Caractacus_Phelps
1286,Peter
1287,Miras_Phlaras
1288,Gareth_Pewsey
1289,Portrait_of_a_wizard_in_black
1290,Albert_Perschky
1291,Fleamont_Potter
1292,Charlus_Potter
1293,Elric_Parpidum
1294,Abraham_Potter
1295,Hardwin_Potter
1296,Badger_Picklish_III
1297,Arkie_Philpott
1298,Portrait_of_a_family
1299,Rodrigo_Palombo
1300,Octavius_Pepper
1301,Ralston_Potter
1302,Portrait_of_a_wizard_with_a_walrus_moustache
1303,Arnold_Peasegood
1304,Pudubec
1305,Asgard_Pettersson
1306,Portrait_of_a_wizard_in_black_flowing_robes
1307,Philip
1308,Sturgis_Podmore
1309,Earl_of_Paunchley
1310,Prentice
1311,Charles_Pikal
1312,Pickett
1313,Portrait_of_a_sleeping_hermit
1314,Sherwood_Partington
1315,Roderick_Plumpton
1316,Pyrites
1317,Payne
1318,Peregrine
1319,Piers_Polkiss
1320,Samuel_Plunkett
1321,Ernest_Prang
1322,Portrait_of_two_lovers_in_a_graveyard
1323,Peter_Pettigrew
1324,Percivale
1325,Gideon_Prewett
1326,Portrait_of_a_scholar
1327,Hector_Podmore
1328,Ivan_Popa
1329,Finbar_Quigley
1330,Thiago_Quintana
1331,Hambledon_Quince
1332,Unidentified_Quidditch_referee
1333,Quirinus_Quirrell
1334,Portrait_of_a_Quidditch_player
1335,Cranville_Quincey
1336,Quigley
1337,Bastien_Queensbury
1338,Local_Sitemap
1339,Quidditch_World_Cup_programme_seller
1340,Edward_Rabnott
1341,Oliver_Rivers
1342,Roberts
1343,Ronan
1344,Urquhart_Rackharrow
1345,Red
1346,Raymond
1347,Barry_Ryan
1348,Reading_visitor_in_the_Three_Broomsticks_Inn
1349,Tom_Riddle_Senior
1350,Romanian_vampire
1351,Neil_Randall
1352,Ragnuk
1353,Victor_Rookwood
1354,Felix_Rosier
1355,Rogue_alchemist
1356,Ravenclaw_Wizard_Duelling_Champion
1357,Ricbert
1358,Raczidian
1359,Roberts_children
1360,Ranrok
1361,Hengist_Rawkes
1362,Local_Sitemap
1363,Ragnok
1364,Grugwyn_Rufford
1365,Roy
1366,Graham_Romsey
1367,Abraham_Ronen
1368,Dai_Ryusaki
1369,Richard_I
1370,Albert_Runcorn
1371,Gawain_Robards
1372,Thorfinn_Rowle
1373,Michael_Robinson
1374,Harvey_Ridgebit
1375,Anthony_Rickett
1376,Evan_Rosier
1377,Barry_Rochester
1378,Radulf
1379,Wallace_Rosenberg
1380,Greg_Ruczinski
1381,Red_Cap_in_the_Forbidden_Forest
1382,Damocles_Rowle
1383,Xavier_Rastrick
1384,Reginald_Oddpick
1385,Ripper
1386,George_von_Rheticus
1387,Iefan_Rice
1388,Augustus_Rookwood
1389,Roy_Rifenderg
1390,Tom_Riddle
1391,Thomas_Riddle
1392,Cole_Spencer
1393,Frederick_Springer
1394,William_Sayre
1395,Smirnoff
1396,Rafael_Santos
1397,Arman_Shettigar
1398,Rufus_Scrimgeour
1399,Andy_Smudgley
1400,Shady_Character
1401,Felix_Summerbee
1402,Spindle
1403,Able_Spudmore
1404,Oddvar_Spillum
1405,Gideon_Scalby
1406,Oraclitus_Spheer
1407,Stewart
1408,Bram_Stoker
1409,Sir_Luckless
1410,Spectrum
1411,Sean
1412,Unidentified_Snatcher
1413,Stephen_Swain
1414,Sebastian
1415,Richard_Sky
1416,Selwyn
1417,Tobias_Snape
1418,Vasco_Santini
1419,Staring_Portrait
1420,Jackson_Sheppard
1421,Skender
1422,Junpei_Suruga
1423,Scouthibou
1424,Sebastian_Sallow
1425,Almeric_Sawbridge
1426,Nelson_Selgado
1427,Grogan_Stump
1428,Helbert_Spleen
1429,Billy_Stubbs
1430,Andrew_Saxby
1431,Joshua_Sankara
1432,Justin_Steele
1433,Shifty_wizard
1434,Arnold_Streeton
1435,Theseus_Scamander
1436,Aesop_Sharp
1437,Omar_Shaw
1438,Chief_Snatcher
1439,Darius_Smackhammer
1440,Lysander_Scamander
1441,Arif_Sikander
1442,Henry_Shaw_Senior
1443,Shrunken_heads_in_the_Three_Broomsticks
1444,Albert_Sallow
1445,Bruno_Schmidt
1446,Kingsley_Shacklebolt
1447,Rudolph_Spielman
1448,Malcolm_Swannage
1449,Manish_Sreenivasan
1450,Charlie_Stainforth
1451,Alvin_Simmons
1452,Stanley_Shilling
1453,Edgar_Stroulger
1454,Percival_Shacklehorn
1455,Yuvraj_Suri
1456,Jason_Samuels
1457,Amrose_Swott
1458,Noriyuki_Sato
1459,Marshall_Sheridan
1460,Stunned_Death_Eater
1461,Joshua_Sturton
1462,Brutus_Scrimgeour
1463,Faris_Spavin
1464,Wilbert_Slinkhard
1465,Theo_Strongarm
1466,Joseph_Snuka
1467,Catullus_Spangle
1468,Roderick_Seaton
1469,Sparky
1470,Stanley_Shunpike
1471,Grant_Sparkford
1472,Tony_Silva
1473,Carl_Sagan
1474,George_Savill
1475,William_Shakespeare
1476,Sanjay_Shanker
1477,Harold_Skively
1478,Sir_Ribbithe
1479,Horace_Slughorn
1480,Sickleworth
1481,Douglas_Steward
1482,Bhupen_Shastri
1483,Rolf_Scamander
1484,Sanguini
1485,Snaglok
1486,Geoffrey_Stradbroke
1487,Jack_Sloper
1488,Swoopstikes
1489,Elliot_Smethwyck
1490,Edmund_Spiers
1491,Steve
1492,Local_Sitemap
1493,Henry_Shaw_Junior
1494,Terry_Strickland
1495,Salazar_Slytherin
1496,Havelock_Sweeting
1497,Lucas_Sparrowvale
1498,Basil_Silva
1499,Kevin_Sterndale
1500,Steve_McClaren
1501,Benjamin_Slater
1502,Jeremy_Stretton
1503,Langdon_Shaw
1504,Derwent_Shimpling
1505,Jonathan_Spratt
1506,Tobias_Stump
1507,Newton_Scamander
1508,Mark_Sommertime
1509,Snickerton
1510,Mylor_Silvanus
1511,Adrian_Speke
1512,Blenheim_Stalk
1513,Secret_student_sweetshop_manager
1514,Gaspard_Shingleton
1515,Terry_Skeres
1516,Zacharias_Smith
1517,Sabre
1518,Hamish_Steed
1519,Summers
1520,Paul_Stark
1521,Albert_Stump
1522,Yoshihiro_Suzuki
1523,Hippocrates_Smethwyck
1524,George_Sipel
1525,Unidentified_male_Seer
1526,Sidley_Smirk_Platter
1527,Carl_Smiley
1528,Scabior
1529,Jason_Swann
1530,Barnaby_Snell
1531,Severus_Snape
1532,Kazuhiro_Shiratori
1533,Google_Stump
1534,Lorcan_Scamander
1535,Slytherin_boy_who_drank_a_botched_potion
1536,Emeric_Switch
1537,Zeph_Salvage
1538,Tom_Stevens
1539,Phineas_St_Gruber
1540,Eddi_Stoddy
1541,Estaban_Stubbe
1542,James_Steward
1543,Slytherin_Duelling_Club_Captain
1544,Stanley
1545,Herb_Salient
1546,John_Stevenson
1547,Randolph_Spudmore
1548,Norman_Stacey
1549,Quintus_Stranger
1550,Sugarplum
1551,Shintaro_Shingo
1552,Temeritus_Shanks
1553,Slytherin_Wizard_Duelling_Champion
1554,Gabriel_Truman
1555,Trading_Card_Shop_shopkeeper
1556,Tarragon
1557,Harry_Trigg
1558,Unidentified_TV_weatherman
1559,Tristan
1560,Transylvanian_farmer
1561,Trevor
1562,Mason_Tremblay
1563,Marcus_Turner
1564,Sachin_Tripathy
1565,Atsushi_Takagi
1566,Bernard_Tremblay
1567,Gabriel_Tate
1568,Tertius
1569,Torvus
1570,Calvert_Tillery
1571,Troy
1572,Thaddeus_Thurkell
1573,Robertus_Tallis
1574,Naoki_Tsuchiya
1575,Mallory_Twiddle
1576,Trocar
1577,Timothy_the_Timid
1578,Ignatius_Tuft
1579,Amit_Thakkar
1580,Tomkins
1581,Theodore
1582,Tom
1583,Toothless_old_man
1584,Edward_Tonks
1585,Tilden_Toots
1586,Three_unidentified_Snatchers_who_disintegrated_during_the_Battle_of_Hogwarts
1587,Boniface_Toubeau
1588,Norman_Tuttle
1589,Ted
1590,Achilles_Tolliver
1591,Torquil_Travers
1592,Norvel_Twonk
1593,Lewis_Thorverton
1594,Garius_Tomkink
1595,Local_Sitemap
1596,Rahul_Tandel
1597,Tim
1598,Mark_Twain
1599,Tall_goblin
1600,Adrian_Tutley
1601,Abel_Treetops
1602,Three_Aurors_who_tried_to_arrest_Rubeus_Hagrid
1603,Thurkell_brothers
1604,Teffington
1605,Vikram_Thakur
1606,Pius_Thicknesse
1607,Kenneth_Towler
1608,Tenebrus
1609,Janus_Thickey
1610,Donaghan_Tremlett
1611,Aristotle_Twelvetrees
1612,Albert_Tillyman
1613,Dean_Thomas
1614,Ryotaro_Tanaka
1615,Titus
1616,Tiberius
1617,Kurt_Todt
1618,Wilkie_Twycross
1619,Quentin_Trimble
1620,Orsino_Thruston
1621,Hardik_Tandel
1622,Travers
1623,Sidney_Todd
1624,Ambrose_Turner
1625,Teddy_Taylor
1626,Darrel_Turner
1627,Thorin
1628,Falco_Tremblay
1629,Alistair_Thaxted
1630,Tofty
1631,Unidentified_Ministry_of_Magic_visitor_with_a_big_curled_moustache
1632,Unidentified_Muggle_man_looking_at_Rubeus_Hagrid_in_1991
1633,Unidentified_bearded_centaur
1634,Unidentified_man_in_a_grey_suit_during_the_Battle_of_Hogwarts
1635,Unidentified_male_bald_Death_Eater
1636,Unidentified_Death_Eater_stunned_by_Harry_Potter_in_the_Grand_Staircase_Tower
1637,Unidentified_blond_twin_boys_at_Platform_Nine_and_Three_Quarters
1638,Unidentified_Muggle_man_with_newspaper
1639,Unidentified_French_policeman
1640,Unidentified_man_who_opened_the_doors_of_the_Hearing_Room_for_Newton_and_Theseus_Scamander
1641,Unidentified_Council_of_Magical_Law_clerk
1642,Unidentified_hiding_wizard_during_the_Battle_of_Hogwarts
1643,Unidentified_male_Death_Eater_killed_on_the_seventh_floor
1644,Unidentified_sleeping_Headmaster_in_gold
1645,Unidentified_Portkey_tout
1646,Unidentified_Death_Eater_who_was_Stunned_by_Harry_Potter
1647,Unidentified_Muggle_radio_host
1648,Unidentified_boy_who_transfigured_his_friend
1649,Unidentified_child_in_bubble
1650,Unidentified_Headmaster_with_scroll
1651,Unidentified_frowning_Ministry_of_Magic_wizard_who_murmured_instructions_to_a_quill
1652,Unidentified_Merman_at_the_Great_Lake
1653,Unidentified_Ministry_guard
1654,Unidentified_goalkeeper
1655,Unidentified_Durmstrang_students
1656,Unidentified_children_in_the_MACUSA_headquarters
1657,Unidentified_man_killed_in_the_courtyard_explosion
1658,Unidentified_Muggle_football_commentator
1659,Unidentified_dumpy_Wizengamot_member_with_a_large_black_moustache
1660,Unicorn_at_the_Magical_Creatures_Reserve
1661,Unidentified_Hogwarts_student_interested_in_earth_magic
1662,Unidentified_clown
1663,Unidentified_1920s_Animagus
1664,Unidentified_male_Death_Eater_during_the_Battle_of_Hogwarts
1665,Unidentified_black_wizard_during_the_Battle_of_Hogwarts
1666,Unidentified_balding_Ministry_of_Magic_employee
1667,Unidentified_boy_with_birthmark
1668,Unidentified_Death_Eater_who_tortured_a_wizard
1669,Unidentified_Muggle_family
1670,Unidentified_MACUSA_Aurors
1671,Unidentified_clumsy_Hogwarts_violist
1672,Unidentified_goblin_stockbroker
1673,Unidentified_German_Ministry_official
1674,Unidentified_Erkstag_warder
1675,Orford_Umbridge
1676,Unidentified_bank_employee
1677,Unidentified_Hogwarts_students_killed_on_the_seventh_floor
1678,Unidentified_falling_man
1679,Unidentified_bank_guard
1680,Unidentified_Hogwartian_in_a_pointed_hat_during_the_Battle_of_Hogwarts
1681,Unidentified_acolyte
1682,Unidentified_Hogwarts_employees
1683,Unidentified_goblin_killed_by_Voldemort
1684,Unidentified_Head_Boy
1685,Unidentified_Muggle_witness
1686,Unidentified_Death_Eater_at_the_1994_Quidditch_World_Cup
1687,Unidentified_goblin_associate_of_Oswald_Beamish
1688,Unidentified_Old_Man
1689,Unidentified_sleeping_Headmaster_with_apple
1690,Unidentified_male_Snatcher_during_the_Battle_of_Hogwarts
1691,Unidentified_hobo
1692,Unidentified_Magical_Maintenance_wizard
1693,Unidentified_boy_in_a_corridor
1694,Unidentified_pumpkin_juice_seller_at_the_1994_Quidditch_World_Cup
1695,Uncle_Edward
1696,Unidentified_Death_Eater_in_the_Forbidden_Forest
1697,Unidentified_Minister_of_Magical_Transportation
1698,Unidentified_Gringotts_Bank_goblin_guard
1699,Unidentified_Customs_official
1700,Unidentified_Merman_who_fell_in_love_with_Mirabella_Plunkett
1701,Unidentified_Irishman
1702,Unidentified_centaur
1703,Unidentified_Australian_wizard
1704,Unidentified_male_Charms_Professor
1705,Unidentified_Death_Eater_knocked_out_by_Alastor_Moody
1706,Unidentified_Hogwarts_students_at_the_Battle_of_Hogwarts
1707,Local_Sitemap
1708,Unidentified_Death_Eater_who_engaged_Arthur_Weasley
1709,Unidentified_five_Aurors
1710,Unidentified_juggler_at_the_422nd_Quidditch_World_Cup
1711,Unidentified_friend_of_McClaggan
1712,Unidentified_insulting_wizard
1713,Unidentified_male_Death_Eater_at_Malfoy_Manor
1714,Unidentified_Death_Eater_duelled_by_Kingsley_Shacklebolt
1715,Unidentified_nearby_wizard
1716,Unidentified_Puking_Pastilles_Victim
1717,Unidentified_newspaper_boy
1718,Unidentified_poor_boy
1719,Unidentified_Department_of_Magical_Games_and_Sports_representative
1720,Unidentified_member_of_the_Dark_Force_Defence_League
1721,Ugga
1722,Unidentified_reporter
1723,Unidentified_Azkaban_Escapee
1724,Unidentified_grandfather
1725,Unidentified_German_Auror
1726,Unidentified_Hit_Wizard
1727,Unidentified_male_Snatcher_at_Diagon_Alley
1728,Quintius_Umfraville
1729,Unidentified_Beauxbatons_students
1730,Unidentified_bushily_whiskered_Ministry_of_Magic_employee
1731,Unidentified_German_Minister_for_Magic_in_1926
1732,Unidentified_sleeping_Headmaster_in_blue
1733,Uagadou_potions_champion
1734,Unidentified_giant_in_The_Blind_Pig
1735,Unidentified_dustman
1736,Unidentified_man_that_yelled_the_Death_Eaters_were_coming
1737,Unidentified_bank_begging_tramp
1738,Unidentified_irritated_Muggle_man
1739,Fytherley_Undercliffe
1740,Ug_the_Unreliable
1741,Unidentified_man_in_Borgin_and_Burkes_in_1996
1742,Milford_Vessel
1743,Victor
1744,Vargot
1745,Vindictus_Viridian
1746,Anton_Vogel
1747,Gerald_Vickers
1748,Leonardo_Da_Vinci
1749,Herbert_Varney
1750,Thomas_Vace
1751,Local_Sitemap
1752,Ivan_Volkov
1753,Luciano_Volpi
1754,Vulpus
1755,Tanner_Van_Burm
1756,Arnold_Vogler
1757,Vlad_the_Impaler
1758,Boris_Vulchanov
1759,Vaisey
1760,Edric_Vosper
1761,Pyotr_Vulchanov
1762,Louis_Weasley
1763,William_III
1764,Willi_Wenzel
1765,Arthur_Weasley
1766,Alec_Webb
1767,Augustus_Worme
1768,Maurice_Willards
1769,Talbott_Winger
1770,William_I
1771,Ronald_Weasley
1772,Simon_Wilkinson
1773,Williamson
1774,Hengist_of_Woodcroft
1775,Fabius_Watkins
1776,Baglan_Wellnelly
1777,Wilhelm_Wigworthy
1778,Herman_Wintringham
1779,Wee_Willykins
1780,William_Weasley
1781,Wizard_who_claimed_to_be_a_Vampire_Hunter
1782,Wigby
1783,Adalbert_Waffling
1784,Gruffyd_Wellnelly
1785,Wealthy_man_who_owned_the_Riddle_House
1786,Yoshi_Wakahisa
1787,George_Weasley
1788,Wizard_who_killed_a_Chimaera
1789,Norman_Wesley
1790,Tom_Wingrove
1791,Percy_Weasley
1792,Gilbert_Wimple
1793,Fred_Weasley_II
1794,Panju_Weasley
1795,Eric_Whalley
1796,Winston
1797,Laurence_Wakefield
1798,Charles_Weasley
1799,Clyde_Sizemore
1800,Oliver_Wood
1801,Nigel_Wolpert
1802,Cassius_Warrington
1803,Will
1804,Winogrand
1805,Devlin_Whitehorn
1806,Dempster_Wiggleswade
1807,Bowman_Wright
1808,Benjy_Williams
1809,Aron_Woodbridge
1810,Jeremius_Wardwart
1811,Unidentified_werewolf
1812,Wladyslaw_Wolfke
1813,Wagga_Wagga_Werewolf
1814,Waiter_at_the_Three_Broomsticks
1815,Momolu_Wotorson
1816,Local_Sitemap
1817,Simeon_Woderuff
1818,Septimus_Weasley
1819,Hector_Weasley
1820,Samson_Wiblin
1821,Ryan_Westrup
1822,Maurice_Willard
1823,Gerard_Willerby
1824,Robert_Wood
1825,Nigel_Wroxton
1826,Waiter_in_The_Leaky_Cauldron
1827,Kevin_Whitby
1828,Wolfgang_Amadeus_Mozart
1829,Henry_Willis
1830,Hadrian_Whittle
1831,Whispering_wizard
1832,Wally_Wimbles
1833,Stoddard_Withers
1834,Westenberg
1835,Wandless
1836,Helmut_Weiss
1837,Rufus_Winickus
1838,Konrad_Weiss
1839,Rubens_Winikus
1840,Edgar_Wallace
1841,Fred_Weasley
1842,Wizard_with_top_hat
1843,Karl_Wang
1844,Unidentified_wizard_in_Knockturn_Alley
1845,Willy_Wagstaff
1846,Josef_Wronski
1847,Willy_Widdershins
1848,Wilfred_the_Wistful
1849,Eugene_Warmsley
1850,Rich_West
1851,Hermann_Wiel
1852,Weasley_family_ghoul
1853,Weasley_family_chickens
1854,Alexander_William
1855,Eldred_Worple
1856,Spencer_Whiddon
1857,Waiter_serving_dragon_tartare
1858,Oliver_Wiseman
1859,Witch_and_Wizard_Couple
1860,Workmen_at_Tottenham_Court_Road
1861,Irving_Warble
1862,Alex_Wednesbury
1863,Myron_Wagtail
1864,Kennilworthy_Whisp
1865,Mervyn_Wynch
1866,Barry_Winkle
1867,Wizard_who_claimed_to_be_a_dragon_killer
1868,Georgios_Xenakis
1869,Local_Sitemap
1870,Lydian_Xeep
1871,Ryuichi_Yamaguchi
1872,Unidentified_young_wizard
1873,Corban_Yaxley
1874,Ye_Olde_Curiosity_Shop_shopkeeper
1875,Kousuke_Yoshioka
1876,Katsuji_Yamazaki
1877,Andy_Young
1878,Dzou_Yen
1879,Local_Sitemap
1880,Cyprian_Youdle
1881,Blaise_Zabini
1882,Ladislaw_Zamojski
1883,Zonko
1884,Zoo_director
1885,Alonzo_Zema
1886,Zabini
1887,Georgi_Zdravko
1888,Local_Sitemap
1889,Lev_Zograf
